country,cause_of_death,lyl,cause/risk
Qatar,Child and maternal malnutrition,0.100095635,Risk
Qatar,Childhood sexual abuse and bullying,0,Cause
Qatar,Chronic respiratory diseases,0.185013733,Cause
Qatar,Diabetes and kidney diseases,1.485164301,Cause
Qatar,Dietary risks,0.839016678,Risk
Qatar,Digestive diseases,0.36540314,Cause
Qatar,Drug use,0.026872977,Risk
Qatar,Enteric infections,0.014547818,Cause
Qatar,HIV/AIDS and sexually transmitted infections,0.018,Cause
Qatar,High LDL cholesterol,0.508933304,Risk
Qatar,High alcohol use,0.056332026,Cause
Qatar,High body-mass index,1.63710692,Risk
Qatar,High fasting plasma glucose,2.168321735,Risk
Qatar,High systolic blood pressure,1.533519872,Risk
Qatar,Intimate partner violence,0.002452182,Risk
Qatar,Kidney dysfunction,0.739550763,Cause
Qatar,Low bone mineral density,0.07037028,Risk
Qatar,Low physical activity,0.230394801,Risk
Qatar,Maternal and neonatal disorders,0.100019127,Cause
Qatar,Mental disorders,0,Cause
Qatar,Musculoskeletal disorders,0.003942619,Cause
Qatar,Neglected tropical diseases and malaria,0,Cause
Qatar,Neoplasms,1.648616483,Cause
Qatar,Neurological disorders,0.276243258,Cause
Qatar,Non-optimal temperature,0.69526533,Cause
Qatar,Nutritional deficiencies,0.005490436,Cause
Qatar,Occupational risks,0.123970085,Risk
Qatar,Other environmental risks,0.114389407,Risk
Qatar,Other infectious diseases,0.024586072,Cause
Qatar,Other non-communicable diseases,0.197076508,Cause
Qatar,PM2.5 relative to WHO guideline,3.06,Risk
Qatar,Respiratory infections and tuberculosis,1.165321735,Cause
Qatar,Self-harm and interpersonal violence,0.091638059,Cause
Qatar,Skin and subcutaneous diseases,0.037076508,Cause
Qatar,Substance use disorders,0.005057381,Cause
Qatar,Tobacco,0.685843559,Risk
Qatar,Transport injuries,0.463611089,Cause
Qatar,Unintentional injuries,0.245308978,Cause
Qatar,Unsafe sex,0.021655713,Risk
Qatar,"Unsafe water, sanitation, and handwashing",0.006528691,Risk
Republic of Korea,Ambient ozone pollution,0.067466019,Risk
Republic of Korea,Cardiovascular diseases,3.306029143,Cause
Republic of Korea,Child and maternal malnutrition,0.073029126,Risk
Republic of Korea,Childhood sexual abuse and bullying,0.002543689,Cause
Republic of Korea,Chronic respiratory diseases,0.561368929,Cause
Republic of Korea,Diabetes and kidney diseases,0.710174759,Cause
Republic of Korea,Dietary risks,1.09826214,Risk
Republic of Korea,Digestive diseases,0.554320387,Cause
Republic of Korea,Drug use,0.058873786,Risk
Republic of Korea,Enteric infections,0.043679612,Cause
Republic of Korea,HIV/AIDS and sexually transmitted infections,0.016087379,Cause
Republic of Korea,High LDL cholesterol,0.429378642,Risk
Republic of Korea,High alcohol use,0.571116496,Cause
Republic of Korea,High body-mass index,0.489242722,Risk
Republic of Korea,High fasting plasma glucose,1.152495148,Risk
Republic of Korea,High systolic blood pressure,1.303320396,Risk
Republic of Korea,Intimate partner violence,0.002912621,Risk
Republic of Korea,Kidney dysfunction,0.587359225,Cause
Republic of Korea,Low bone mineral density,0.108970874,Risk
Republic of Korea,Low physical activity,0.127834953,Risk
Republic of Korea,Maternal and neonatal disorders,0.084572815,Cause
Republic of Korea,Mental disorders,0,Cause
Republic of Korea,Musculoskeletal disorders,0.041815535,Cause
Republic of Korea,Neglected tropical diseases and malaria,0.003,Cause
Republic of Korea,Neoplasms,3.890902891,Cause
Republic of Korea,Neurological disorders,1.202864093,Cause
Republic of Korea,Non-optimal temperature,0.35269903,Cause
Republic of Korea,Nutritional deficiencies,0.013941748,Cause
Republic of Korea,Occupational risks,0.15351456,Risk
Republic of Korea,Other environmental risks,0.213708738,Risk
Republic of Korea,Other infectious diseases,0.020514563,Cause
Republic of Korea,Other non-communicable diseases,0.161126214,Cause
Republic of Korea,PM2.5 relative to WHO guideline,1.63,Risk
Republic of Korea,Respiratory infections and tuberculosis,0.978203881,Cause
Republic of Korea,Self-harm and interpersonal violence,0.612815529,Cause
Republic of Korea,Skin and subcutaneous diseases,0.024825243,Cause
Republic of Korea,Substance use disorders,0.039699028,Cause
Republic of Korea,Tobacco,1.616776674,Risk
Republic of Korea,Transport injuries,0.230194172,Cause
Republic of Korea,Unintentional injuries,0.344640775,Cause
Republic of Korea,Unsafe sex,0.044349516,Risk
Republic of Korea,"Unsafe water, sanitation, and handwashing",0.010456311,Risk
Republic of Moldova,Ambient ozone pollution,0.007572815,Risk
Republic of Moldova,Cardiovascular diseases,9.13145632,Cause
Republic of Moldova,Child and maternal malnutrition,0.25830097,Risk
Republic of Moldova,Childhood sexual abuse and bullying,0.001029126,Cause
Republic of Moldova,Chronic respiratory diseases,0.178689319,Cause
Republic of Moldova,Diabetes and kidney diseases,0.22907767,Cause
Republic of Moldova,Dietary risks,2.404757279,Risk
Republic of Moldova,Digestive diseases,1.279786406,Cause
Republic of Moldova,Drug use,0.293262134,Risk
Republic of Moldova,Enteric infections,0.010970874,Cause
Republic of Moldova,HIV/AIDS and sexually transmitted infections,0.122961164,Cause
Republic of Moldova,High LDL cholesterol,1.24783495,Risk
Republic of Moldova,High alcohol use,1.171368918,Cause
Republic of Moldova,High body-mass index,1.380475733,Risk
Republic of Moldova,High fasting plasma glucose,0.849902915,Risk
Republic of Moldova,High systolic blood pressure,4.593631078,Risk
Republic of Moldova,Intimate partner violence,0.007281554,Risk
Republic of Moldova,Kidney dysfunction,0.925388353,Cause
Republic of Moldova,Low bone mineral density,0.034718446,Risk
Republic of Moldova,Low physical activity,0.111145632,Risk
Republic of Moldova,Maternal and neonatal disorders,0.266980582,Cause
Republic of Moldova,Mental disorders,0,Cause
Republic of Moldova,Musculoskeletal disorders,0.015796117,Cause
Republic of Moldova,Neglected tropical diseases and malaria,4.85E-04,Cause
Republic of Moldova,Neoplasms,2.109456302,Cause
Republic of Moldova,Neurological disorders,0.374233012,Cause
Republic of Moldova,Non-optimal temperature,0.476368932,Cause
Republic of Moldova,Nutritional deficiencies,0.005485437,Cause
Republic of Moldova,Occupational risks,0.085631066,Risk
Republic of Moldova,Other environmental risks,0.227466019,Risk
Republic of Moldova,Other infectious diseases,0.059631068,Cause
Republic of Moldova,Other non-communicable diseases,0.350601942,Cause
Republic of Moldova,PM2.5 relative to WHO guideline,0.48,Risk
Republic of Moldova,Respiratory infections and tuberculosis,2.859466006,Cause
Republic of Moldova,Self-harm and interpersonal violence,0.352174752,Cause
Republic of Moldova,Skin and subcutaneous diseases,0.019514563,Cause
Republic of Moldova,Substance use disorders,0.154019415,Cause
Republic of Moldova,Tobacco,1.710951423,Risk
Republic of Moldova,Transport injuries,0.207718444,Cause
Republic of Moldova,Unintentional injuries,0.526854362,Cause
Republic of Moldova,Unsafe sex,0.157563109,Risk
Republic of Moldova,"Unsafe water, sanitation, and handwashing",0.022116505,Risk
Romania,Ambient ozone pollution,0.00505258,Risk
Romania,Cardiovascular diseases,13.44899414,Cause
Romania,Child and maternal malnutrition,0.219933788,Risk
Romania,Childhood sexual abuse and bullying,0.00202629,Cause
Romania,Chronic respiratory diseases,0.327905551,Cause
Romania,Diabetes and kidney diseases,0.278039922,Cause
Romania,Dietary risks,2.594762415,Risk
Romania,Digestive diseases,0.900666019,Cause
Romania,Drug use,0.115288219,Risk
Romania,Enteric infections,0.028407984,Cause
Romania,HIV/AIDS and sexually transmitted infections,0.025078871,Cause
Romania,High LDL cholesterol,1.40702629,Risk
Romania,High alcohol use,0.969617337,Cause
Romania,High body-mass index,1.280015578,Risk
Romania,High fasting plasma glucose,1.079581304,Risk
Romania,High systolic blood pressure,5.201154811,Risk
Romania,Intimate partner violence,0.003894839,Risk
Romania,Kidney dysfunction,0.684699123,Cause
Romania,Low bone mineral density,0.047854917,Risk
Romania,Low physical activity,0.138935735,Risk
Romania,Maternal and neonatal disorders,0.169184031,Cause
Romania,Mental disorders,0,Cause
Romania,Musculoskeletal disorders,0.00594742,Cause
Romania,Neglected tropical diseases and malaria,0.001,Cause
Romania,Neoplasms,3.160452778,Cause
Romania,Neurological disorders,0.440687438,Cause
Romania,Non-optimal temperature,0.599185005,Cause
Romania,Nutritional deficiencies,0.008,Cause
Romania,Occupational risks,0.167471276,Risk
Romania,Other environmental risks,0.271038949,Risk
Romania,Other infectious diseases,0.033,Cause
Romania,Other non-communicable diseases,0.16402629,Cause
Romania,PM2.5 relative to WHO guideline,0.68,Risk
Romania,Respiratory infections and tuberculosis,3.448805262,Cause
Romania,Self-harm and interpersonal violence,0.221417723,Cause
Romania,Skin and subcutaneous diseases,0.009,Cause
Romania,Substance use disorders,0.067788705,Cause
Romania,Tobacco,1.677871479,Risk
Romania,Transport injuries,0.262773127,Cause
Romania,Unintentional injuries,0.38177118,Cause
Romania,Unsafe sex,0.145963971,Risk
Romania,"Unsafe water, sanitation, and handwashing",0.025,Risk
Russian Federation,Ambient ozone pollution,0.007083131,Risk
Russian Federation,Cardiovascular diseases,12.78698634,Cause
Russian Federation,Child and maternal malnutrition,0.135249392,Risk
Russian Federation,Childhood sexual abuse and bullying,0.018513855,Cause
Russian Federation,Chronic respiratory diseases,0.224244532,Cause
Russian Federation,Diabetes and kidney diseases,0.364508505,Cause
Russian Federation,Dietary risks,2.407944579,Risk
Russian Federation,Digestive diseases,0.901342733,Cause
Russian Federation,Drug use,0.35196014,Risk
Russian Federation,Enteric infections,0.006,Cause
Russian Federation,HIV/AIDS and sexually transmitted infections,0.300939719,Cause
Russian Federation,High LDL cholesterol,1.836501215,Risk
Russian Federation,High alcohol use,1.216875559,Cause
Russian Federation,High body-mass index,1.233616426,Risk
Russian Federation,High fasting plasma glucose,1.064739907,Risk
Russian Federation,High systolic blood pressure,4.342925119,Risk
Russian Federation,Intimate partner violence,0.020904229,Risk
Russian Federation,Kidney dysfunction,0.832120561,Cause
Russian Federation,Low bone mineral density,0.048055421,Risk
Russian Federation,Low physical activity,0.159518715,Risk
Russian Federation,Maternal and neonatal disorders,0.146166262,Cause
Russian Federation,Mental disorders,0,Cause
Russian Federation,Musculoskeletal disorders,0.03104278,Cause
Russian Federation,Neglected tropical diseases and malaria,0.002,Cause
Russian Federation,Neoplasms,2.516818668,Cause
Russian Federation,Neurological disorders,0.429483225,Cause
Russian Federation,Non-optimal temperature,0.382533785,Cause
Russian Federation,Nutritional deficiencies,0.00597229,Cause
Russian Federation,Occupational risks,0.190463785,Risk
Russian Federation,Other environmental risks,0.181332523,Risk
Russian Federation,Other infectious diseases,0.062083131,Cause
Russian Federation,Other non-communicable diseases,0.262445794,Cause
Russian Federation,PM2.5 relative to WHO guideline,0.42,Risk
Russian Federation,Respiratory infections and tuberculosis,4.834652407,Cause
Russian Federation,Self-harm and interpersonal violence,0.706237732,Cause
Russian Federation,Skin and subcutaneous diseases,0.031375304,Cause
Russian Federation,Substance use disorders,0.342501705,Cause
Russian Federation,Tobacco,1.839386024,Risk
Russian Federation,Transport injuries,0.296546915,Cause
Russian Federation,Unintentional injuries,0.551650466,Cause
Russian Federation,Unsafe sex,0.220422944,Risk
Russian Federation,"Unsafe water, sanitation, and handwashing",0.00602771,Risk
Rwanda,Ambient ozone pollution,0.045557749,Risk
Rwanda,Cardiovascular diseases,3.795075017,Cause
Rwanda,Child and maternal malnutrition,1.305321818,Risk
Rwanda,Childhood sexual abuse and bullying,0.003,Cause
Rwanda,Chronic respiratory diseases,0.578384995,Cause
Rwanda,Diabetes and kidney diseases,1.063468905,Cause
Rwanda,Dietary risks,1.135105624,Risk
Rwanda,Digestive diseases,1.092612046,Cause
Rwanda,Drug use,0.049372162,Risk
Rwanda,Enteric infections,0.553877591,Cause
Rwanda,HIV/AIDS and sexually transmitted infections,0.925156957,Cause
Rwanda,High LDL cholesterol,0.217313919,Risk
Rwanda,High alcohol use,0.787646599,Cause
Rwanda,High body-mass index,0.496093779,Risk
Rwanda,High fasting plasma glucose,0.885276407,Risk
Rwanda,High systolic blood pressure,2.052384002,Risk
Rwanda,Intimate partner violence,0.077986179,Risk
Rwanda,Kidney dysfunction,0.702378085,Cause
Rwanda,Low bone mineral density,0.122596249,Risk
Rwanda,Low physical activity,0.042820335,Risk
Rwanda,Maternal and neonatal disorders,1.275659427,Cause
Rwanda,Mental disorders,0,Cause
Rwanda,Musculoskeletal disorders,0.008442251,Cause
Rwanda,Neglected tropical diseases and malaria,0.641698914,Cause
Rwanda,Neoplasms,1.842502464,Cause
Rwanda,Neurological disorders,0.417101677,Cause
Rwanda,Non-optimal temperature,0.223108588,Cause
Rwanda,Nutritional deficiencies,0.160987167,Cause
Rwanda,Occupational risks,0.220154986,Risk
Rwanda,Other environmental risks,0.297704837,Risk
Rwanda,Other infectious diseases,0.361929912,Cause
Rwanda,Other non-communicable diseases,0.545698914,Cause
Rwanda,PM2.5 relative to WHO guideline,2.48,Risk
Rwanda,Respiratory infections and tuberculosis,7.375483731,Cause
Rwanda,Self-harm and interpersonal violence,0.302367228,Cause
Rwanda,Skin and subcutaneous diseases,0.043935834,Cause
Rwanda,Substance use disorders,0.067307996,Cause
Rwanda,Tobacco,1.193690033,Risk
Rwanda,Transport injuries,0.626945709,Cause
Rwanda,Unintentional injuries,0.578277395,Cause
Rwanda,Unsafe sex,1.047436322,Risk
Rwanda,"Unsafe water, sanitation, and handwashing",0.712486673,Risk
Saint Lucia,Ambient ozone pollution,0,Risk
Saint Lucia,Cardiovascular diseases,5.153310357,Cause
Saint Lucia,Child and maternal malnutrition,0.748339901,Risk
Saint Lucia,Childhood sexual abuse and bullying,0.005536946,Cause
Saint Lucia,Chronic respiratory diseases,0.529665023,Cause
Saint Lucia,Diabetes and kidney diseases,2.011295572,Cause
Saint Lucia,Dietary risks,1.52467488,Risk
Saint Lucia,Digestive diseases,0.53313793,Cause
Saint Lucia,Drug use,0.052428571,Risk
Saint Lucia,Enteric infections,0.042985222,Cause
Saint Lucia,HIV/AIDS and sexually transmitted infections,0.100236453,Cause
Saint Lucia,High LDL cholesterol,0.405428572,Risk
Saint Lucia,High alcohol use,0.709256152,Cause
Saint Lucia,High body-mass index,1.536339907,Risk
Saint Lucia,High fasting plasma glucose,2.417591141,Risk
Saint Lucia,High systolic blood pressure,2.526103454,Risk
Saint Lucia,Intimate partner violence,0.024137931,Risk
Saint Lucia,Kidney dysfunction,1.056290641,Cause
Saint Lucia,Low bone mineral density,0.049133005,Risk
Saint Lucia,Low physical activity,0.188433499,Risk
Saint Lucia,Maternal and neonatal disorders,0.753133005,Cause
Saint Lucia,Mental disorders,0,Cause
Saint Lucia,Musculoskeletal disorders,0.053571429,Cause
Saint Lucia,Neglected tropical diseases and malaria,0.009492611,Cause
Saint Lucia,Neoplasms,2.854497535,Cause
Saint Lucia,Neurological disorders,0.484226603,Cause
Saint Lucia,Non-optimal temperature,0.036610837,Cause
Saint Lucia,Nutritional deficiencies,0.065,Cause
Saint Lucia,Occupational risks,0.117334975,Risk
Saint Lucia,Other environmental risks,0.378571429,Risk
Saint Lucia,Other infectious diseases,0.068802955,Cause
Saint Lucia,Other non-communicable diseases,0.514103448,Cause
Saint Lucia,PM2.5 relative to WHO guideline,0,Risk
Saint Lucia,Respiratory infections and tuberculosis,3.72522167,Cause
Saint Lucia,Self-harm and interpersonal violence,0.523315265,Cause
Saint Lucia,Skin and subcutaneous diseases,0.144246306,Cause
Saint Lucia,Substance use disorders,0.094157635,Cause
Saint Lucia,Tobacco,0.583123149,Risk
Saint Lucia,Transport injuries,0.293349751,Cause
Saint Lucia,Unintentional injuries,0.409512313,Cause
Saint Lucia,Unsafe sex,0.202679805,Risk
Saint Lucia,"Unsafe water, sanitation, and handwashing",0.061940887,Risk
Saint Vincent and the Grenadines,Ambient ozone pollution,0,Risk
Saint Vincent and the Grenadines,Cardiovascular diseases,7.30107882,Cause
Saint Vincent and the Grenadines,Child and maternal malnutrition,0.609453201,Risk
Saint Vincent and the Grenadines,Childhood sexual abuse and bullying,0.008610837,Cause
Saint Vincent and the Grenadines,Chronic respiratory diseases,0.277192117,Cause
Saint Vincent and the Grenadines,Diabetes and kidney diseases,2.235039411,Cause
Saint Vincent and the Grenadines,Dietary risks,2.206295568,Risk
Saint Vincent and the Grenadines,Digestive diseases,0.620645316,Cause
Saint Vincent and the Grenadines,Drug use,0.07120197,Risk
Saint Vincent and the Grenadines,Enteric infections,0.063300493,Cause
Saint Vincent and the Grenadines,HIV/AIDS and sexually transmitted infections,0.404044334,Cause
Saint Vincent and the Grenadines,High LDL cholesterol,0.60079803,Risk
Saint Vincent and the Grenadines,High alcohol use,0.800197036,Cause
Saint Vincent and the Grenadines,High body-mass index,1.802162566,Risk
Saint Vincent and the Grenadines,High fasting plasma glucose,2.748226604,Risk
Saint Vincent and the Grenadines,High systolic blood pressure,3.44929064,Risk
Saint Vincent and the Grenadines,Intimate partner violence,0.053201971,Risk
Saint Vincent and the Grenadines,Kidney dysfunction,1.156665024,Cause
Saint Vincent and the Grenadines,Low bone mineral density,0.064054187,Risk
Saint Vincent and the Grenadines,Low physical activity,0.212522169,Risk
Saint Vincent and the Grenadines,Maternal and neonatal disorders,0.545477833,Cause
Saint Vincent and the Grenadines,Mental disorders,0,Cause
Saint Vincent and the Grenadines,Musculoskeletal disorders,0.048438424,Cause
Saint Vincent and the Grenadines,Neglected tropical diseases and malaria,0.006507389,Cause
Saint Vincent and the Grenadines,Neoplasms,3.281024624,Cause
Saint Vincent and the Grenadines,Neurological disorders,0.438763547,Cause
Saint Vincent and the Grenadines,Non-optimal temperature,0.040655172,Cause
Saint Vincent and the Grenadines,Nutritional deficiencies,0.159068965,Cause
Saint Vincent and the Grenadines,Occupational risks,0.062876847,Risk
Saint Vincent and the Grenadines,Other environmental risks,0.651068965,Risk
Saint Vincent and the Grenadines,Other infectious diseases,0.086517241,Cause
Saint Vincent and the Grenadines,Other non-communicable diseases,0.63615271,Cause
Saint Vincent and the Grenadines,PM2.5 relative to WHO guideline,0,Risk
Saint Vincent and the Grenadines,Respiratory infections and tuberculosis,2.176512309,Cause
Saint Vincent and the Grenadines,Self-harm and interpersonal violence,0.684261077,Cause
Saint Vincent and the Grenadines,Skin and subcutaneous diseases,0.145896552,Cause
Saint Vincent and the Grenadines,Substance use disorders,0.136699506,Cause
Saint Vincent and the Grenadines,Tobacco,0.648832508,Risk
Saint Vincent and the Grenadines,Transport injuries,0.173837437,Cause
Saint Vincent and the Grenadines,Unintentional injuries,0.512630538,Cause
Saint Vincent and the Grenadines,Unsafe sex,0.461275864,Risk
Saint Vincent and the Grenadines,"Unsafe water, sanitation, and handwashing",0.095374384,Risk
Samoa,Ambient ozone pollution,0.017036609,Risk
Samoa,Cardiovascular diseases,8.358329477,Cause
Samoa,Child and maternal malnutrition,0.379017342,Risk
Samoa,Childhood sexual abuse and bullying,5.18E-04,Cause
Samoa,Chronic respiratory diseases,1.089433526,Cause
Samoa,Diabetes and kidney diseases,2.006246633,Cause
Samoa,Dietary risks,2.725148361,Risk
Samoa,Digestive diseases,0.50608285,Cause
Samoa,Drug use,0.07561657,Risk
Samoa,Enteric infections,0.102969172,Cause
Samoa,HIV/AIDS and sexually transmitted infections,0.108797688,Cause
Samoa,High LDL cholesterol,1.064102117,Risk
Samoa,High alcohol use,0.188339112,Cause
Samoa,High body-mass index,2.736433529,Risk
Samoa,High fasting plasma glucose,3.178730254,Risk
Samoa,High systolic blood pressure,3.364071289,Risk
Samoa,Intimate partner violence,0.023121388,Risk
Samoa,Kidney dysfunction,1.292327554,Cause
Samoa,Low bone mineral density,0.053926782,Risk
Samoa,Low physical activity,0.315233143,Risk
Samoa,Maternal and neonatal disorders,0.399321773,Cause
Samoa,Mental disorders,0,Cause
Samoa,Musculoskeletal disorders,0.009188825,Cause
Samoa,Neglected tropical diseases and malaria,0.004963391,Cause
Samoa,Neoplasms,1.45563584,Cause
Samoa,Neurological disorders,0.308724471,Cause
Samoa,Non-optimal temperature,0.01933526,Cause
Samoa,Nutritional deficiencies,0.030115607,Cause
Samoa,Occupational risks,0.154111752,Risk
Samoa,Other environmental risks,0.132763005,Risk
Samoa,Other infectious diseases,0.126,Cause
Samoa,Other non-communicable diseases,0.326853565,Cause
Samoa,PM2.5 relative to WHO guideline,0,Risk
Samoa,Respiratory infections and tuberculosis,0.804487476,Cause
Samoa,Self-harm and interpersonal violence,0.463290942,Cause
Samoa,Skin and subcutaneous diseases,0.047292871,Cause
Samoa,Substance use disorders,0.022768786,Cause
Samoa,Tobacco,2.299412321,Risk
Samoa,Transport injuries,0.407527937,Cause
Samoa,Unintentional injuries,0.377333331,Cause
Samoa,Unsafe sex,0.179325628,Risk
Samoa,"Unsafe water, sanitation, and handwashing",0.06667052,Risk
Sao Tome and Principe,Ambient ozone pollution,0.047119881,Risk
Sao Tome and Principe,Cardiovascular diseases,4.525118423,Cause
Sao Tome and Principe,Child and maternal malnutrition,0.623959545,Risk
Sao Tome and Principe,Childhood sexual abuse and bullying,0.00202664,Cause
Sao Tome and Principe,Chronic respiratory diseases,1.085784901,Cause
Sao Tome and Principe,Diabetes and kidney diseases,1.155814506,Cause
Sao Tome and Principe,Dietary risks,1.120054269,Risk
Sao Tome and Principe,Digestive diseases,1.090035018,Cause
Sao Tome and Principe,Drug use,0.025213122,Risk
Sao Tome and Principe,Enteric infections,0.2515333,Cause
Sao Tome and Principe,HIV/AIDS and sexually transmitted infections,0.0355333,Cause
Sao Tome and Principe,High LDL cholesterol,0.510800198,Risk
Sao Tome and Principe,High alcohol use,0.623407982,Cause
Sao Tome and Principe,High body-mass index,0.904710911,Risk
Sao Tome and Principe,High fasting plasma glucose,0.905226937,Risk
Sao Tome and Principe,High systolic blood pressure,2.680819449,Risk
Sao Tome and Principe,Intimate partner violence,0.012333498,Risk
Sao Tome and Principe,Kidney dysfunction,1.322042432,Cause
Sao Tome and Principe,Low bone mineral density,0.080319684,Risk
Sao Tome and Principe,Low physical activity,0.045706957,Risk
Sao Tome and Principe,Maternal and neonatal disorders,0.5255333,Cause
Sao Tome and Principe,Mental disorders,0,Cause
Sao Tome and Principe,Musculoskeletal disorders,0.013826838,Cause
Sao Tome and Principe,Neglected tropical diseases and malaria,0.178266403,Cause
Sao Tome and Principe,Neoplasms,1.474427233,Cause
Sao Tome and Principe,Neurological disorders,0.289027135,Cause
Sao Tome and Principe,Non-optimal temperature,0.02,Cause
Sao Tome and Principe,Nutritional deficiencies,0.09250666,Cause
Sao Tome and Principe,Occupational risks,0.153132213,Risk
Sao Tome and Principe,Other environmental risks,0.27349334,Risk
Sao Tome and Principe,Other infectious diseases,0.184240257,Cause
Sao Tome and Principe,Other non-communicable diseases,0.404241245,Cause
Sao Tome and Principe,PM2.5 relative to WHO guideline,0.52,Risk
Sao Tome and Principe,Respiratory infections and tuberculosis,3.045192883,Cause
Sao Tome and Principe,Self-harm and interpersonal violence,0.14839911,Cause
Sao Tome and Principe,Skin and subcutaneous diseases,9.87E-04,Cause
Sao Tome and Principe,Substance use disorders,0.026852984,Cause
Sao Tome and Principe,Tobacco,0.406569801,Risk
Sao Tome and Principe,Transport injuries,0.298211145,Cause
Sao Tome and Principe,Unintentional injuries,0.430158359,Cause
Sao Tome and Principe,Unsafe sex,0.213682788,Risk
Sao Tome and Principe,"Unsafe water, sanitation, and handwashing",0.423639862,Risk
Saudi Arabia,Ambient ozone pollution,0.057950268,Risk
Saudi Arabia,Cardiovascular diseases,9.37694393,Cause
Saudi Arabia,Child and maternal malnutrition,0.119512433,Risk
Saudi Arabia,Childhood sexual abuse and bullying,0,Cause
Saudi Arabia,Chronic respiratory diseases,0.572771819,Cause
Saudi Arabia,Diabetes and kidney diseases,2.02940078,Cause
Saudi Arabia,Dietary risks,2.564308142,Risk
Saudi Arabia,Digestive diseases,0.69183569,Cause
Saudi Arabia,Drug use,0.044183813,Risk
Saudi Arabia,Enteric infections,0.050263774,Cause
Saudi Arabia,HIV/AIDS and sexually transmitted infections,0.049363237,Cause
Saudi Arabia,High LDL cholesterol,1.467078986,Risk
Saudi Arabia,High alcohol use,0.033984885,Cause
Saudi Arabia,High body-mass index,3.129058021,Risk
Saudi Arabia,High fasting plasma glucose,2.483798635,Risk
Saudi Arabia,High systolic blood pressure,4.641228181,Risk
Saudi Arabia,Intimate partner violence,0.023403218,Risk
Saudi Arabia,Kidney dysfunction,2.175659191,Cause
Saudi Arabia,Low bone mineral density,0.122581667,Risk
Saudi Arabia,Low physical activity,0.318150171,Risk
Saudi Arabia,Maternal and neonatal disorders,0.150577279,Cause
Saudi Arabia,Mental disorders,0,Cause
Saudi Arabia,Musculoskeletal disorders,0.023039981,Cause
Saudi Arabia,Neglected tropical diseases and malaria,0.005,Cause
Saudi Arabia,Neoplasms,1.143204291,Cause
Saudi Arabia,Neurological disorders,0.528722087,Cause
Saudi Arabia,Non-optimal temperature,1.322701609,Cause
Saudi Arabia,Nutritional deficiencies,0.011950268,Cause
Saudi Arabia,Occupational risks,0.083815212,Risk
Saudi Arabia,Other environmental risks,0.578402243,Risk
Saudi Arabia,Other infectious diseases,0.049975134,Cause
Saudi Arabia,Other non-communicable diseases,0.352532911,Cause
Saudi Arabia,PM2.5 relative to WHO guideline,2.04,Risk
Saudi Arabia,Respiratory infections and tuberculosis,1.430665041,Cause
Saudi Arabia,Self-harm and interpersonal violence,0.348674793,Cause
Saudi Arabia,Skin and subcutaneous diseases,0.076776207,Cause
Saudi Arabia,Substance use disorders,0.003562165,Cause
Saudi Arabia,Tobacco,1.054666504,Risk
Saudi Arabia,Transport injuries,1.014756216,Cause
Saudi Arabia,Unintentional injuries,0.39810824,Cause
Saudi Arabia,Unsafe sex,0.037940517,Risk
Saudi Arabia,"Unsafe water, sanitation, and handwashing",0.02987567,Risk
Senegal,Ambient ozone pollution,0.02304579,Risk
Senegal,Cardiovascular diseases,5.838025106,Cause
Senegal,Child and maternal malnutrition,1.468770557,Risk
Senegal,Childhood sexual abuse and bullying,0.002522895,Cause
Senegal,Chronic respiratory diseases,0.489396849,Cause
Senegal,Diabetes and kidney diseases,1.185855243,Cause
Senegal,Dietary risks,1.479401279,Risk
Senegal,Digestive diseases,0.846117678,Cause
Senegal,Drug use,0.026122107,Risk
Senegal,Enteric infections,0.600793698,Cause
Senegal,HIV/AIDS and sexually transmitted infections,0.268668143,Cause
Senegal,High LDL cholesterol,0.563313146,Risk
Senegal,High alcohol use,0.144728706,Cause
Senegal,High body-mass index,0.904153617,Risk
Senegal,High fasting plasma glucose,1.53747021,Risk
Senegal,High systolic blood pressure,3.264341699,Risk
Senegal,Intimate partner violence,0.012309207,Risk
Senegal,Kidney dysfunction,0.937427376,Cause
Senegal,Low bone mineral density,0.102122107,Risk
Senegal,Low physical activity,0.114110783,Risk
Senegal,Maternal and neonatal disorders,1.517061545,Cause
Senegal,Mental disorders,0,Cause
Senegal,Musculoskeletal disorders,0.014293944,Cause
Senegal,Neglected tropical diseases and malaria,0.9188129,Cause
Senegal,Neoplasms,1.399378138,Cause
Senegal,Neurological disorders,0.357633678,Cause
Senegal,Non-optimal temperature,0.345614476,Cause
Senegal,Nutritional deficiencies,0.045370261,Cause
Senegal,Occupational risks,0.126083703,Risk
Senegal,Other environmental risks,0.307828164,Risk
Senegal,Other infectious diseases,0.385461841,Cause
Senegal,Other non-communicable diseases,0.530973412,Cause
Senegal,PM2.5 relative to WHO guideline,0.05,Risk
Senegal,Respiratory infections and tuberculosis,5.752048755,Cause
Senegal,Self-harm and interpersonal violence,0.242999509,Cause
Senegal,Skin and subcutaneous diseases,0.003015263,Cause
Senegal,Substance use disorders,0.0258129,Cause
Senegal,Tobacco,0.590609555,Risk
Senegal,Transport injuries,0.436026097,Cause
Senegal,Unintentional injuries,0.588010834,Cause
Senegal,Unsafe sex,0.387474149,Risk
Senegal,"Unsafe water, sanitation, and handwashing",0.616595274,Risk
Serbia,Ambient ozone pollution,0.009067633,Risk
