country,cause_of_death,lyl
Saint Lucia,HIV/AIDS and sexually transmitted infections,0.099228951
Saint Lucia,High LDL cholesterol,0.540378138
Saint Lucia,High body-mass index,1.95947464
Saint Lucia,High fasting plasma glucose,2.937001965
Saint Lucia,High systolic blood pressure,2.755142292
Saint Lucia,Household air pollution from solid fuels,0.042862629
Saint Lucia,Intimate partner violence,0.032496307
Saint Lucia,Kidney dysfunction,0.995771049
Saint Lucia,Low bone mineral density,0.055690793
Saint Lucia,Low physical activity,0.33435155
Saint Lucia,Maternal and neonatal disorders,0.691942885
Saint Lucia,Mental disorders,0
Saint Lucia,Musculoskeletal disorders,0.048542097
Saint Lucia,Neglected tropical diseases and malaria,0.014431315
Saint Lucia,Neoplasms,3.080628757
Saint Lucia,Neurological disorders,0.564691284
Saint Lucia,Non-optimal temperature,0.090122107
Saint Lucia,Nutritional deficiencies,0.061984737
Saint Lucia,Occupational risks,0.118209749
Saint Lucia,Other environmental risks,0.158492368
Saint Lucia,Other infectious diseases,0.084351059
Saint Lucia,Other non-communicable diseases,0.498664205
Saint Lucia,Respiratory infections and tuberculosis,0.563679468
Saint Lucia,Self-harm and interpersonal violence,0.6244067
Saint Lucia,Skin and subcutaneous diseases,0.131343673
Saint Lucia,Substance use disorders,0.100270803
Saint Lucia,Tobacco,1.040433288
Saint Lucia,Transport injuries,0.381606107
Saint Lucia,Unintentional injuries,0.442961105
Saint Lucia,Unsafe sex,0.244557852
Saint Lucia,"Unsafe water, sanitation, and handwashing",0.074431315
Saint Vincent and the Grenadines,Alcohol use,0.870223218
Saint Vincent and the Grenadines,Ambient ozone pollution,0
Saint Vincent and the Grenadines,PM2.5 relative to WHO guideline,0
Saint Vincent and the Grenadines,Cardiovascular diseases,8.216884931
Saint Vincent and the Grenadines,Child and maternal malnutrition,0.722243855
Saint Vincent and the Grenadines,Childhood sexual abuse and bullying,0.007608653
Saint Vincent and the Grenadines,Chronic respiratory diseases,0.272738448
Saint Vincent and the Grenadines,Diabetes and kidney diseases,2.418152404
Saint Vincent and the Grenadines,Dietary risks,2.02211406
Saint Vincent and the Grenadines,Digestive diseases,0.615419867
Saint Vincent and the Grenadines,Drug use,0.037909538
Saint Vincent and the Grenadines,Enteric infections,0.081324484
Saint Vincent and the Grenadines,HIV/AIDS and sexually transmitted infections,0.424246806
Saint Vincent and the Grenadines,High LDL cholesterol,0.940977382
Saint Vincent and the Grenadines,High body-mass index,2.533019657
Saint Vincent and the Grenadines,High fasting plasma glucose,4.026739419
Saint Vincent and the Grenadines,High systolic blood pressure,3.604754174
Saint Vincent and the Grenadines,Household air pollution from solid fuels,0.063782694
Saint Vincent and the Grenadines,Intimate partner violence,0.062930186
Saint Vincent and the Grenadines,Kidney dysfunction,1.181873156
Saint Vincent and the Grenadines,Low bone mineral density,0.064518191
Saint Vincent and the Grenadines,Low physical activity,0.474044246
Saint Vincent and the Grenadines,Maternal and neonatal disorders,0.648050148
Saint Vincent and the Grenadines,Mental disorders,0
Saint Vincent and the Grenadines,Musculoskeletal disorders,0.042431661
Saint Vincent and the Grenadines,Neglected tropical diseases and malaria,0.006983284
Saint Vincent and the Grenadines,Neoplasms,3.464840714
Saint Vincent and the Grenadines,Neurological disorders,0.503391347
Saint Vincent and the Grenadines,Non-optimal temperature,0.088100295
Saint Vincent and the Grenadines,Nutritional deficiencies,0.128367749
Saint Vincent and the Grenadines,Occupational risks,0.068384465
Saint Vincent and the Grenadines,Other environmental risks,0.314585055
Saint Vincent and the Grenadines,Other infectious diseases,0.094568339
Saint Vincent and the Grenadines,Other non-communicable diseases,0.635174041
Saint Vincent and the Grenadines,Respiratory infections and tuberculosis,0.655702066
Saint Vincent and the Grenadines,Self-harm and interpersonal violence,0.6791711
Saint Vincent and the Grenadines,Skin and subcutaneous diseases,0.125765978
Saint Vincent and the Grenadines,Substance use disorders,0.128755164
Saint Vincent and the Grenadines,Tobacco,1.046605712
Saint Vincent and the Grenadines,Transport injuries,0.219380533
Saint Vincent and the Grenadines,Unintentional injuries,0.539947892
Saint Vincent and the Grenadines,Unsafe sex,0.552459191
Saint Vincent and the Grenadines,"Unsafe water, sanitation, and handwashing",0.122866273
Samoa,Alcohol use,0.305244698
Samoa,Ambient ozone pollution,0.013036609
Samoa,PM2.5 relative to WHO guideline,0
Samoa,Cardiovascular diseases,7.556551059
Samoa,Child and maternal malnutrition,0.393433526
Samoa,Childhood sexual abuse and bullying,0.002073218
Samoa,Chronic respiratory diseases,1.043354528
Samoa,Diabetes and kidney diseases,1.985325628
Samoa,Dietary risks,2.528516376
Samoa,Digestive diseases,0.572973023
Samoa,Drug use,0.095689788
Samoa,Enteric infections,0.126639692
Samoa,HIV/AIDS and sexually transmitted infections,0.268487476
Samoa,High LDL cholesterol,1.266882464
Samoa,High body-mass index,3.250009635
Samoa,High fasting plasma glucose,3.965826591
Samoa,High systolic blood pressure,3.632755296
Samoa,Household air pollution from solid fuels,1.473693642
Samoa,Intimate partner violence,0.024566474
Samoa,Kidney dysfunction,1.284890173
Samoa,Low bone mineral density,0.056963391
Samoa,Low physical activity,0.332953759
Samoa,Maternal and neonatal disorders,0.327805395
Samoa,Mental disorders,0
Samoa,Musculoskeletal disorders,0.017633911
Samoa,Neglected tropical diseases and malaria,0.004481696
Samoa,Neoplasms,1.701098269
Samoa,Neurological disorders,0.353944124
Samoa,Non-optimal temperature,0.036591522
Samoa,Nutritional deficiencies,0.037450867
Samoa,Occupational risks,0.170886319
Samoa,Other environmental risks,0.043658959
Samoa,Other infectious diseases,0.218884393
Samoa,Other non-communicable diseases,0.253
Samoa,Respiratory infections and tuberculosis,0.803
Samoa,Self-harm and interpersonal violence,0.467394988
Samoa,Skin and subcutaneous diseases,0.039366089
Samoa,Substance use disorders,0.036915221
Samoa,Tobacco,3.254290933
Samoa,Transport injuries,0.431899806
Samoa,Unintentional injuries,0.447851636
Samoa,Unsafe sex,0.256021196
Samoa,"Unsafe water, sanitation, and handwashing",0.080932563
Sao Tome and Principe,Alcohol use,0.901020215
Sao Tome and Principe,Ambient ozone pollution,0.034586581
Sao Tome and Principe,PM2.5 relative to WHO guideline,0.6
Sao Tome and Principe,Cardiovascular diseases,4.99846623
Sao Tome and Principe,Child and maternal malnutrition,0.892799703
Sao Tome and Principe,Childhood sexual abuse and bullying,0.004559941
Sao Tome and Principe,Chronic respiratory diseases,1.089905276
Sao Tome and Principe,Diabetes and kidney diseases,0.886947708
Sao Tome and Principe,Dietary risks,1.326893933
Sao Tome and Principe,Digestive diseases,0.897288595
Sao Tome and Principe,Drug use,0.013146522
Sao Tome and Principe,Enteric infections,0.253639862
Sao Tome and Principe,HIV/AIDS and sexually transmitted infections,0.05251998
Sao Tome and Principe,High LDL cholesterol,0.702560929
Sao Tome and Principe,High body-mass index,1.437710416
Sao Tome and Principe,High fasting plasma glucose,1.355187965
Sao Tome and Principe,High systolic blood pressure,3.156034054
Sao Tome and Principe,Household air pollution from solid fuels,1.236881601
Sao Tome and Principe,Intimate partner violence,0.010853478
Sao Tome and Principe,Kidney dysfunction,0.997442531
Sao Tome and Principe,Low bone mineral density,0.091426245
Sao Tome and Principe,Low physical activity,0.091280217
Sao Tome and Principe,Maternal and neonatal disorders,0.72403996
Sao Tome and Principe,Mental disorders,0
Sao Tome and Principe,Musculoskeletal disorders,0.015373459
Sao Tome and Principe,Neglected tropical diseases and malaria,0.270146522
Sao Tome and Principe,Neoplasms,2.136534289
Sao Tome and Principe,Neurological disorders,0.305973854
Sao Tome and Principe,Non-optimal temperature,0.03349334
Sao Tome and Principe,Nutritional deficiencies,0.097880119
Sao Tome and Principe,Occupational risks,0.144999012
Sao Tome and Principe,Other environmental risks,0.132586581
Sao Tome and Principe,Other infectious diseases,0.293053281
Sao Tome and Principe,Other non-communicable diseases,0.49364085
Sao Tome and Principe,Respiratory infections and tuberculosis,1.831292549
Sao Tome and Principe,Self-harm and interpersonal violence,0.191732114
Sao Tome and Principe,Skin and subcutaneous diseases,0.02448002
Sao Tome and Principe,Substance use disorders,0.037959545
Sao Tome and Principe,Tobacco,0.692407982
Sao Tome and Principe,Transport injuries,0.306757766
Sao Tome and Principe,Unintentional injuries,0.415930928
Sao Tome and Principe,Unsafe sex,0.246243222
Sao Tome and Principe,"Unsafe water, sanitation, and handwashing",0.39902664
Saudi Arabia,Alcohol use,0.055795709
Saudi Arabia,Ambient ozone pollution,0.042
Saudi Arabia,PM2.5 relative to WHO guideline,2
Saudi Arabia,Cardiovascular diseases,8.417094588
Saudi Arabia,Child and maternal malnutrition,0.162049732
Saudi Arabia,Childhood sexual abuse and bullying,5.12E-04
Saudi Arabia,Chronic respiratory diseases,0.505756704
Saudi Arabia,Diabetes and kidney diseases,1.283941492
Saudi Arabia,Dietary risks,2.33910824
Saudi Arabia,Digestive diseases,0.607627011
Saudi Arabia,Drug use,0.046084349
Saudi Arabia,Enteric infections,0.054338372
Saudi Arabia,HIV/AIDS and sexually transmitted infections,0.048263774
Saudi Arabia,High LDL cholesterol,1.898188201
Saudi Arabia,High body-mass index,3.235654803
Saudi Arabia,High fasting plasma glucose,2.761722087
Saudi Arabia,High systolic blood pressure,4.164068259
Saudi Arabia,Household air pollution from solid fuels,0.003975134
Saudi Arabia,Intimate partner violence,0.006338372
Saudi Arabia,Kidney dysfunction,2.024707947
Saudi Arabia,Low bone mineral density,0.19805412
Saudi Arabia,Low physical activity,0.783697221
Saudi Arabia,Maternal and neonatal disorders,0.193751341
Saudi Arabia,Mental disorders,0
Saudi Arabia,Musculoskeletal disorders,0.019651877
Saudi Arabia,Neglected tropical diseases and malaria,0.003512433
Saudi Arabia,Neoplasms,1.401518771
Saudi Arabia,Neurological disorders,0.530806436
Saudi Arabia,Non-optimal temperature,0.620388103
Saudi Arabia,Nutritional deficiencies,0.009462701
Saudi Arabia,Occupational risks,0.090939542
Saudi Arabia,Other environmental risks,0.240516821
Saudi Arabia,Other infectious diseases,0.052850804
Saudi Arabia,Other non-communicable diseases,0.424483179
Saudi Arabia,Respiratory infections and tuberculosis,0.676443198
Saudi Arabia,Self-harm and interpersonal violence,0.121153584
Saudi Arabia,Skin and subcutaneous diseases,0.06028864
Saudi Arabia,Substance use disorders,0.017198927
Saudi Arabia,Tobacco,1.441610434
Saudi Arabia,Transport injuries,1.346252559
Saudi Arabia,Unintentional injuries,0.705922477
Saudi Arabia,Unsafe sex,0.051542662
Saudi Arabia,"Unsafe water, sanitation, and handwashing",0.04687567
Senegal,Alcohol use,0.206846875
Senegal,Ambient ozone pollution,0.017553422
Senegal,PM2.5 relative to WHO guideline,0.1
Senegal,Cardiovascular diseases,3.908681433
Senegal,Child and maternal malnutrition,2.169591335
Senegal,Childhood sexual abuse and bullying,0.003030527
Senegal,Chronic respiratory diseases,0.520133432
Senegal,Diabetes and kidney diseases,0.988301821
Senegal,Dietary risks,1.291733136
Senegal,Digestive diseases,0.851048747
Senegal,Drug use,0.017538159
Senegal,Enteric infections,1.261270312
Senegal,HIV/AIDS and sexually transmitted infections,0.347301821
Senegal,High LDL cholesterol,0.543088133
Senegal,High body-mass index,1.078482026
Senegal,High fasting plasma glucose,1.652764154
Senegal,High systolic blood pressure,2.566574098
Senegal,Household air pollution from solid fuels,1.69635155
Senegal,Intimate partner violence,0.031019202
Senegal,Kidney dysfunction,0.668248153
Senegal,Low bone mineral density,0.079015263
Senegal,Low physical activity,0.11995421
Senegal,Maternal and neonatal disorders,1.774454947
Senegal,Mental disorders,0
Senegal,Musculoskeletal disorders,0.012400788
Senegal,Neglected tropical diseases and malaria,1.324778435
Senegal,Neoplasms,1.658297882
Senegal,Neurological disorders,0.368942885
Senegal,Non-optimal temperature,0.318507632
Senegal,Nutritional deficiencies,0.069416051
Senegal,Occupational risks,0.145266864
Senegal,Other environmental risks,0.117198425
Senegal,Other infectious diseases,0.54204579
Senegal,Other non-communicable diseases,0.562717381
Senegal,Respiratory infections and tuberculosis,2.002144757
Senegal,Self-harm and interpersonal violence,0.246060562
Senegal,Skin and subcutaneous diseases,0.030969473
Senegal,Substance use disorders,0.02072132
Senegal,Tobacco,0.875944859
Senegal,Transport injuries,0.349965043
Senegal,Unintentional injuries,0.470327918
Senegal,Unsafe sex,0.468046773
Senegal,"Unsafe water, sanitation, and handwashing",1.30894978
Serbia,Alcohol use,0.685225231
Serbia,Ambient ozone pollution,0.010066699
Serbia,PM2.5 relative to WHO guideline,1.5
Serbia,Cardiovascular diseases,17.22351473
Serbia,Child and maternal malnutrition,0.143983567
Serbia,Childhood sexual abuse and bullying,0.005166747
Serbia,Chronic respiratory diseases,0.348751088
Serbia,Diabetes and kidney diseases,0.583316095
Serbia,Dietary risks,3.083852103
Serbia,Digestive diseases,0.464934751
Serbia,Drug use,0.086617206
Serbia,Enteric infections,0.006033349
Serbia,HIV/AIDS and sexually transmitted infections,0.018200097
Serbia,High LDL cholesterol,1.94779942
Serbia,High body-mass index,2.06716578
Serbia,High fasting plasma glucose,2.687730304
Serbia,High systolic blood pressure,5.133255194
Serbia,Household air pollution from solid fuels,0.186132914
Serbia,Intimate partner violence,0.005316578
Serbia,Kidney dysfunction,0.75061624
Serbia,Low bone mineral density,0.039166747
Serbia,Low physical activity,0.185665539
Serbia,Maternal and neonatal disorders,0.159466892
Serbia,Mental disorders,0
Serbia,Musculoskeletal disorders,0.019566457
Serbia,Neglected tropical diseases and malaria,5.17E-04
Serbia,Neoplasms,3.686138715
Serbia,Neurological disorders,0.336882552
Serbia,Non-optimal temperature,0.607515708
Serbia,Nutritional deficiencies,0.003
Serbia,Occupational risks,0.154718222
Serbia,Other environmental risks,0.175000967
Serbia,Other infectious diseases,0.039516675
Serbia,Other non-communicable diseases,0.134033349
Serbia,Respiratory infections and tuberculosis,0.176900435
Serbia,Self-harm and interpersonal violence,0.335202514
Serbia,Skin and subcutaneous diseases,0.008966651
Serbia,Substance use disorders,0.078034316
Serbia,Tobacco,3.218097634
Serbia,Transport injuries,0.194368294
Serbia,Unintentional injuries,0.201868052
Serbia,Unsafe sex,0.105798453
Serbia,"Unsafe water, sanitation, and handwashing",0.004033349
Seychelles,Alcohol use,0.894469553
Seychelles,Ambient ozone pollution,0.005508841
Seychelles,PM2.5 relative to WHO guideline,0
Seychelles,Cardiovascular diseases,4.9007387
Seychelles,Child and maternal malnutrition,0.430275049
Seychelles,Childhood sexual abuse and bullying,0.001017682
Seychelles,Chronic respiratory diseases,0.458375246
Seychelles,Diabetes and kidney diseases,1.162809429
Seychelles,Dietary risks,1.655277014
Seychelles,Digestive diseases,0.806526524
Seychelles,Drug use,0.108184676
Seychelles,Enteric infections,0.132349705
Seychelles,HIV/AIDS and sexually transmitted infections,0.095066797
Seychelles,High LDL cholesterol,0.938711199
Seychelles,High body-mass index,1.447825147
Seychelles,High fasting plasma glucose,2.044713161
Seychelles,High systolic blood pressure,3.194070725
Seychelles,Household air pollution from solid fuels,0.005491159
Seychelles,Intimate partner violence,0.015225933
Seychelles,Kidney dysfunction,1.136015716
Seychelles,Low bone mineral density,0.049738703
Seychelles,Low physical activity,0.128858546
Seychelles,Maternal and neonatal disorders,0.407306483
Seychelles,Mental disorders,0
Seychelles,Musculoskeletal disorders,0.007911591
Seychelles,Neglected tropical diseases and malaria,0.007561886
Seychelles,Neoplasms,3.239660119
Seychelles,Neurological disorders,0.399701374
Seychelles,Non-optimal temperature,0.057721022
Seychelles,Nutritional deficiencies,0.031964637
Seychelles,Occupational risks,0.145781926
Seychelles,Other environmental risks,0.058194499
Seychelles,Other infectious diseases,0.212573674
Seychelles,Other non-communicable diseases,0.532504911
Seychelles,Respiratory infections and tuberculosis,1.397184676
Seychelles,Self-harm and interpersonal violence,0.281324166
Seychelles,Skin and subcutaneous diseases,0.027982318
Seychelles,Substance use disorders,0.02880943
Seychelles,Tobacco,1.960306491
Seychelles,Transport injuries,0.36416896
Seychelles,Unintentional injuries,0.479742635
Seychelles,Unsafe sex,0.240198427
Seychelles,"Unsafe water, sanitation, and handwashing",0.112876228
Sierra Leone,Alcohol use,0.611215444
Sierra Leone,Ambient ozone pollution,0.014032464
Sierra Leone,PM2.5 relative to WHO guideline,0.6
Sierra Leone,Cardiovascular diseases,3.528223317
Sierra Leone,Child and maternal malnutrition,2.722818003
Sierra Leone,Childhood sexual abuse and bullying,0.003032464
Sierra Leone,Chronic respiratory diseases,0.448719134
Sierra Leone,Diabetes and kidney diseases,0.662587802
Sierra Leone,Dietary risks,1.148771274
Sierra Leone,Digestive diseases,0.715451057
Sierra Leone,Drug use,0.022081161
Sierra Leone,Enteric infections,1.356116576
Sierra Leone,HIV/AIDS and sexually transmitted infections,0.923902607
Sierra Leone,High LDL cholesterol,0.498534186
Sierra Leone,High body-mass index,0.710568619
Sierra Leone,High fasting plasma glucose,0.80053763
Sierra Leone,High systolic blood pressure,2.345042795
Sierra Leone,Household air pollution from solid fuels,2.286079686
Sierra Leone,Intimate partner violence,0.083128382
Sierra Leone,Kidney dysfunction,0.495350713
Sierra Leone,Low bone mineral density,0.064064929
Sierra Leone,Low physical activity,0.071756518
Sierra Leone,Maternal and neonatal disorders,1.925748648
Sierra Leone,Mental disorders,0
Sierra Leone,Musculoskeletal disorders,0.009410723
Sierra Leone,Neglected tropical diseases and malaria,3.367189867
Sierra Leone,Neoplasms,1.234879981
Sierra Leone,Neurological disorders,0.254788982
Sierra Leone,Non-optimal temperature,0.081016232
Sierra Leone,Nutritional deficiencies,0.283378259
Sierra Leone,Occupational risks,0.141909001
Sierra Leone,Other environmental risks,0.127573045
Sierra Leone,Other infectious diseases,0.684324643
Sierra Leone,Other non-communicable diseases,0.898465814
Sierra Leone,Respiratory infections and tuberculosis,2.840100344
Sierra Leone,Self-harm and interpersonal violence,0.190120019
Sierra Leone,Skin and subcutaneous diseases,0.021983768
Sierra Leone,Substance use disorders,0.018178554
Sierra Leone,Tobacco,0.958919821
Sierra Leone,Transport injuries,0.451878012
Sierra Leone,Unintentional injuries,0.541504672
Sierra Leone,Unsafe sex,0.957159371
Sierra Leone,"Unsafe water, sanitation, and handwashing",1.460791932
Singapore,Alcohol use,0.116376882
Singapore,Ambient ozone pollution,0.020628946
Singapore,PM2.5 relative to WHO guideline,0.8
Singapore,Cardiovascular diseases,3.600365225
Singapore,Child and maternal malnutrition,0.048485673
Singapore,Childhood sexual abuse and bullying,5.14E-04
Singapore,Chronic respiratory diseases,0.339233609
Singapore,Diabetes and kidney diseases,0.416336571
Singapore,Dietary risks,1.297179214
Singapore,Digestive diseases,0.255369597
Singapore,Drug use,0.062143273
Singapore,Enteric infections,0.017885381
Singapore,HIV/AIDS and sexually transmitted infections,0.014286547
Singapore,High LDL cholesterol,0.857319573
Singapore,High body-mass index,0.721542982
Singapore,High fasting plasma glucose,1.074004371
Singapore,High systolic blood pressure,1.600659058
Singapore,Household air pollution from solid fuels,0.001
Singapore,Intimate partner violence,0.001457018
Singapore,Kidney dysfunction,0.674451189
Singapore,Low bone mineral density,0.040143273
Singapore,Low physical activity,0.17408305
Singapore,Maternal and neonatal disorders,0.044457018
Singapore,Mental disorders,0
Singapore,Musculoskeletal disorders,0.018170471
Singapore,Neglected tropical diseases and malaria,0.002
Singapore,Neoplasms,3.251778048
Singapore,Neurological disorders,0.971204466
Singapore,Non-optimal temperature,0.078571637
Singapore,Nutritional deficiencies,0.001
Singapore,Occupational risks,0.185524527
Singapore,Other environmental risks,0.079229238
Singapore,Other infectious diseases,0.022085964
Singapore,Other non-communicable diseases,0.288850898
Singapore,Respiratory infections and tuberculosis,1.948855269
Singapore,Self-harm and interpersonal violence,0.231518699
Singapore,Skin and subcutaneous diseases,0.05257018
Singapore,Substance use disorders,0.012171928
Singapore,Tobacco,1.291171447
Singapore,Transport injuries,0.093318116
Singapore,Unintentional injuries,0.138803789
Singapore,Unsafe sex,0.056939776
Singapore,"Unsafe water, sanitation, and handwashing",0.034457018
Slovakia,Alcohol use,1.020511436
Slovakia,Ambient ozone pollution,0.016103263
Slovakia,PM2.5 relative to WHO guideline,0.9
Slovakia,Cardiovascular diseases,12.12641163
Slovakia,Child and maternal malnutrition,0.166361422
Slovakia,Childhood sexual abuse and bullying,0.007641987
Slovakia,Chronic respiratory diseases,0.247932781
Slovakia,Diabetes and kidney diseases,0.35037701
Slovakia,Dietary risks,3.92943741
Slovakia,Digestive diseases,0.785233802
Slovakia,Drug use,0.106519727
Slovakia,Enteric infections,0.007
Slovakia,HIV/AIDS and sexually transmitted infections,0.006512908
Slovakia,High LDL cholesterol,2.250010719
Slovakia,High body-mass index,2.099969315
Slovakia,High fasting plasma glucose,1.626476864
Slovakia,High systolic blood pressure,4.540536296
Slovakia,Household air pollution from solid fuels,0.007461276
Slovakia,Intimate partner violence,0.006332197
Slovakia,Kidney dysfunction,0.760137848
Slovakia,Low bone mineral density,0.08043546
Slovakia,Low physical activity,0.245702388
Slovakia,Maternal and neonatal disorders,0.158771067
Slovakia,Mental disorders,0
Slovakia,Musculoskeletal disorders,0.012819289
Slovakia,Neglected tropical diseases and malaria,0
Slovakia,Neoplasms,3.707890886
Slovakia,Neurological disorders,0.560559671
Slovakia,Non-optimal temperature,0.528115442
Slovakia,Nutritional deficiencies,0.003
Slovakia,Occupational risks,0.118526546
Slovakia,Other environmental risks,0.131851924
Slovakia,Other infectious diseases,0.029
Slovakia,Other non-communicable diseases,0.22843546
Slovakia,Respiratory infections and tuberculosis,0.453132489
Slovakia,Self-harm and interpersonal violence,0.31418558
Slovakia,Skin and subcutaneous diseases,0.006461276
Slovakia,Substance use disorders,0.082239162
Slovakia,Tobacco,2.30810666
Slovakia,Transport injuries,0.228659034
Slovakia,Unintentional injuries,0.441388697
Slovakia,Unsafe sex,0.073115442
Slovakia,"Unsafe water, sanitation, and handwashing",0.005512908
Slovenia,Alcohol use,0.809624391
Slovenia,Ambient ozone pollution,0.032319458
Slovenia,PM2.5 relative to WHO guideline,0.8
Slovenia,Cardiovascular diseases,6.116620528
Slovenia,Child and maternal malnutrition,0.060579864
Slovenia,Childhood sexual abuse and bullying,0.014351404
Slovenia,Chronic respiratory diseases,0.341066795
Slovenia,Diabetes and kidney diseases,0.323324298
Slovenia,Dietary risks,1.999060018
Slovenia,Digestive diseases,0.699600193
Slovenia,Drug use,0.142268151
Slovenia,Enteric infections,0.003968054
Slovenia,HIV/AIDS and sexually transmitted infections,0.003063892
Slovenia,High LDL cholesterol,0.928363988
Slovenia,High body-mass index,1.505265247
Slovenia,High fasting plasma glucose,1.120732816
Slovenia,High systolic blood pressure,2.859296226
Slovenia,Household air pollution from solid fuels,0.032968054
Slovenia,Intimate partner violence,0.004840271
Slovenia,Kidney dysfunction,0.397643756
Slovenia,Low bone mineral density,0.159909003
Slovenia,Low physical activity,0.143621491
Slovenia,Maternal and neonatal disorders,0.068031946
Slovenia,Mental disorders,0
Slovenia,Musculoskeletal disorders,0.031520813
Slovenia,Neglected tropical diseases and malaria,5.16E-04
Slovenia,Neoplasms,4.524085183
Slovenia,Neurological disorders,0.883917717
Slovenia,Non-optimal temperature,0.40178122
Slovenia,Nutritional deficiencies,0.001
Slovenia,Occupational risks,0.274330105
Slovenia,Other environmental risks,0.110378509
Slovenia,Other infectious diseases,0.017579864
Slovenia,Other non-communicable diseases,0.178520813
Slovenia,Respiratory infections and tuberculosis,0.365287512
Slovenia,Self-harm and interpersonal violence,0.431698933
Slovenia,Skin and subcutaneous diseases,0.008452081
Slovenia,Substance use disorders,0.202248789
Slovenia,Tobacco,2.069333005
Slovenia,Transport injuries,0.210769602
Slovenia,Unintentional injuries,0.492363988
Slovenia,Unsafe sex,0.046078413
Slovenia,"Unsafe water, sanitation, and handwashing",0.003484027
Solomon Islands,Alcohol use,0.204019328
Solomon Islands,Ambient ozone pollution,0
Solomon Islands,PM2.5 relative to WHO guideline,0.1
Solomon Islands,Cardiovascular diseases,13.57315943
Solomon Islands,Child and maternal malnutrition,0.769806763
Solomon Islands,Childhood sexual abuse and bullying,0.004101449
Solomon Islands,Chronic respiratory diseases,1.303971018
Solomon Islands,Diabetes and kidney diseases,2.010077287
Solomon Islands,Dietary risks,4.632859917
Solomon Islands,Digestive diseases,0.67940097
Solomon Islands,Drug use,0.142487924
Solomon Islands,Enteric infections,0.929787435
Solomon Islands,HIV/AIDS and sexually transmitted infections,0.478603864
Solomon Islands,High LDL cholesterol,2.521690833
Solomon Islands,High body-mass index,3.856879218
Solomon Islands,High fasting plasma glucose,5.198478257
Solomon Islands,High systolic blood pressure,4.006410622
Solomon Islands,Household air pollution from solid fuels,5.123294689
Solomon Islands,Intimate partner violence,0.0352657
Solomon Islands,Kidney dysfunction,1.243111111
Solomon Islands,Low bone mineral density,0.099130434
Solomon Islands,Low physical activity,0.308850238
Solomon Islands,Maternal and neonatal disorders,0.577584536
Solomon Islands,Mental disorders,0
Solomon Islands,Musculoskeletal disorders,0.01921256
Solomon Islands,Neglected tropical diseases and malaria,0.573478257
Solomon Islands,Neoplasms,2.530014476
Solomon Islands,Neurological disorders,0.224898551
Solomon Islands,Non-optimal temperature,0.08447343
Solomon Islands,Nutritional deficiencies,0.090222222
Solomon Islands,Occupational risks,0.33124155
Solomon Islands,Other environmental risks,0.179289857
Solomon Islands,Other infectious diseases,0.346323671
Solomon Islands,Other non-communicable diseases,0.364280193
Solomon Islands,Respiratory infections and tuberculosis,1.931342997
Solomon Islands,Self-harm and interpersonal violence,0.636922716
Solomon Islands,Skin and subcutaneous diseases,0.041371981
Solomon Islands,Substance use disorders,0.058801933
Solomon Islands,Tobacco,5.196927578
Solomon Islands,Transport injuries,0.607743967
Solomon Islands,Unintentional injuries,1.119328508
Solomon Islands,Unsafe sex,0.349903375
Solomon Islands,"Unsafe water, sanitation, and handwashing",0.906946856
Somalia,Alcohol use,0.115435207
Somalia,Ambient ozone pollution,0.010533007
Somalia,PM2.5 relative to WHO guideline,0.4
Somalia,Cardiovascular diseases,2.924254286
Somalia,Child and maternal malnutrition,3.667469436
Somalia,Childhood sexual abuse and bullying,0.002555012
Somalia,Chronic respiratory diseases,0.49895599
Somalia,Diabetes and kidney diseases,0.577779951
Somalia,Dietary risks,1.180833742
Somalia,Digestive diseases,0.742635694
Somalia,Drug use,0.017643032
Somalia,Enteric infections,1.589909537
Somalia,HIV/AIDS and sexually transmitted infections,0.467601469
Somalia,High LDL cholesterol,0.315110024
Somalia,High body-mass index,0.268596579
Somalia,High fasting plasma glucose,0.903880195
Somalia,High systolic blood pressure,1.676687046
Somalia,Household air pollution from solid fuels,2.906699265
Somalia,Intimate partner violence,0.05427873
Somalia,Kidney dysfunction,0.351356968
Somalia,Low bone mineral density,0.054154034
Somalia,Low physical activity,0.01795599
Somalia,Maternal and neonatal disorders,1.718728612
Somalia,Mental disorders,0
Somalia,Musculoskeletal disorders,0.008511002
Somalia,Neglected tropical diseases and malaria,0.464440097
Somalia,Neoplasms,1.041154038
Somalia,Neurological disorders,0.137581907
Somalia,Non-optimal temperature,0.179286063
Somalia,Nutritional deficiencies,0.648484107
Somalia,Occupational risks,0.390070901
Somalia,Other environmental risks,0.167237163
Somalia,Other infectious diseases,1.716151591
Somalia,Other non-communicable diseases,0.475572127
Somalia,Respiratory infections and tuberculosis,4.695845958
Somalia,Self-harm and interpersonal violence,0.595364298
Somalia,Skin and subcutaneous diseases,0.015889976
Somalia,Substance use disorders,0.020264058
Somalia,Tobacco,0.833293388
Somalia,Transport injuries,0.392498774
Somalia,Unintentional injuries,0.622581903
Somalia,Unsafe sex,0.545090471
Somalia,"Unsafe water, sanitation, and handwashing",1.924662593
South Africa,Alcohol use,0.891711418
South Africa,Ambient ozone pollution,0.017060265
South Africa,PM2.5 relative to WHO guideline,1.6
South Africa,Cardiovascular diseases,3.20530524
South Africa,Child and maternal malnutrition,1.555912788
South Africa,Childhood sexual abuse and bullying,0.003040176
